text,source,claim_num,group,labeled_text
due to the large number of people who will refuse the forthcoming covid 19 vaccine because it will include tracking microchips the gates foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips,politifact,523,1,__label__1 due to the large number of people who will refuse the forthcoming covid 19 vaccine because it will include tracking microchips the gates foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips
america has been vaccinating cattle for coronavirus for years yet the news tells you its new and gunna kill you all so go buy mask,politifact,712,1,__label__1 america has been vaccinating cattle for coronavirus for years yet the news tells you its new and gunna kill you all so go buy mask
says president donald trump spawned the wuhan super virus outbreak under code name zyphr,politifact,707,1,__label__1 says president donald trump spawned the wuhan super virus outbreak under code name zyphr
donald trump would receive $17 million for three hotels closed for four days under republican bill! how in the hell is this right?!,politifact,654,1,__label__1 donald trump would receive $17 million for three hotels closed for four days under republican bill! how in the hell is this right?!
bill gates admits his covid 19 vaccine might kill nearly 1 million people,politifact,533,1,__label__1 bill gates admits his covid 19 vaccine might kill nearly 1 million people
to children and the vast majority of young and middle aged adults and the vast majority of teachers (the coronavirus) poses virtually zero threat,politifact,465,1,__label__1 to children and the vast majority of young and middle aged adults and the vast majority of teachers (the coronavirus) poses virtually zero threat
three chinese nationals were apprehended trying to cross our southern border illegally each had flu like symptoms border patrol quickly quarantined them and assessed any threat of coronavirus,politifact,882,0,__label__0 three chinese nationals were apprehended trying to cross our southern border illegally each had flu like symptoms border patrol quickly quarantined them and assessed any threat of coronavirus
a bar graph compares homicides for various racial groups,politifact,1156,3,__label__3 a bar graph compares homicides for various racial groups
says democratic members of congress who represent cuban americans in florida and have been critical of sanders just so happen to be supporting other candidates.,politifact,983,2,__label__2 says democratic members of congress who represent cuban americans in florida and have been critical of sanders just so happen to be supporting other candidates.
a photo shows ex-minneapolis police officer derek chauvin wearing a make whites great again hat.,politifact,60,3,__label__3 a photo shows ex-minneapolis police officer derek chauvin wearing a make whites great again hat.
us president donald trump said that increased covid 19 testing makes the us look bad by increasing coronavirus case numbers,snopes,92,0,__label__0 us president donald trump said that increased covid 19 testing makes the us look bad by increasing coronavirus case numbers
hundreds and hundreds of labs are ready willing and able,politifact,579,1,__label__1 hundreds and hundreds of labs are ready willing and able
fish tank additive may treat coronavirus,politifact,194,1,__label__1 fish tank additive may treat coronavirus
why did the us (nih) in 2017 give $37m to the wuhan lab in china? such grants were prohibited in 2014 did pres obama grant an exception?,politifact,280,1,__label__1 why did the us (nih) in 2017 give $37m to the wuhan lab in china? such grants were prohibited in 2014 did pres obama grant an exception?
the 1866 ex parte milligan precludes states from enforcing regulations that prevent residents from freely traveling or earning a living,snopes,359,1,__label__1 the 1866 ex parte milligan precludes states from enforcing regulations that prevent residents from freely traveling or earning a living
